"","Mean_Temperature..deg.C..","Mean_Salinity..PSU..","Mean_Oxygen..umol.kg..","Mean_Nitrates.umol.L..","NO2..umol.L...","PO4..umol.L...","NO2NO3..umol.L...","SI..umol.L...","grad_SST_adv"
"237",-0.135889079543567,0.370928262309978,0.666240749310297,-0.55367615802254,-0.313729860473539,-0.819026425046169,-0.675118202876668,-0.466119243204941,0.468435195940376
"238",-0.146449896143867,0.417980798410321,0.640235063343795,-0.671601634870225,-0.313729860473539,-0.807912219738892,-0.675118202876668,-0.466119243204941,0.866953427430681
"239",-0.25560273604,0.320477773898708,0.642744302141535,-0.52646875181091,-0.426475420009533,-0.807912219738892,-0.684965408581789,-0.477689464350935,-0.157260429185561
"240",-0.188820549878063,0.369331413970274,0.69465811139198,-0.620814711591972,-0.388893566830869,-0.807912219738892,-0.68742721000807,-0.476587538527507,0.414936729883602
"242",-0.576277978640256,0.213156122448331,0.802810347845923,-0.352602551492915,0.738562028529069,-0.630084934822455,-0.503612703512468,-0.442978800912953,0.00905095282865898
"241",-1.11350539012358,-0.0863237455142476,-0.145074241139735,0.74860402009091,-0.422717234691667,0.42576456936889,0.790474246235584,0.0594993745702275,-0.0578834808822934
"243",-0.579701300027705,0.205073342090526,0.858836099351903,-0.416597945920536,0.700980175350405,-0.641199140129732,-0.511818708266736,-0.444080726736381,0.09124543878265
"70",-1.63506534037541,-0.54841915684369,-1.43462535696435,1.74972472677047,-0.437280202798399,1.15888533695017,1.41113541582464,0.924345857087714,0.315492776904537
"71",1.13136470082277,-0.436347419956171,0.117604617468801,-0.613964624576369,-0.184340908815566,-0.251249308205831,-0.230341022331412,-0.188670062663242,1.02500193160853
"72",1.08443945796433,-0.40331608672744,0.0731516676117563,-0.613964624576369,-0.388893566830869,-0.819026425046169,-0.689068410958923,-0.357579549597281,1.02500193160853
"73",0.867039395844231,-0.331797249870206,-0.00148533832748152,-0.583560306757351,-0.351311713652204,-0.819026425046169,-0.684144808106362,-0.374108436948701,0.014451921275178
"74",0.83710783311457,-0.226419616075725,0.21879526153175,-0.659194355139355,-0.155119100527665,-0.478160552887468,-0.500551361330672,-0.261588317407433,0.998997762113415
"76",0.46585339091167,-0.219424023839674,0.3305241403051,-0.654998138072485,-0.464057273188198,-0.730112782587951,-0.68742721000807,-0.415981618238966,1.30399563222889
"78",-1.4495626203852,-0.713027660909143,0.116912814737171,1.74972472677047,-0.464057273188198,0.42576456936889,0.561526713591508,-0.187882972789365,1.30399563222889
"79",0.454735927087988,-0.219964355031044,0.368429351182819,-0.607924821817347,-0.464057273188198,-0.730112782587951,-0.689068410958923,-0.414879692415538,1.30399563222889
"82",0.408737817372994,-0.218350249737026,0.31559337998955,-0.591004876375145,0.178688288241402,-0.462164035963065,-0.500932354408549,-0.283342497659055,-0.241217020418573
"84",-1.34952879812991,-0.666042339920767,0.190332691806321,1.70354476482919,-0.439002704402421,1.12793536244865,1.37910008504228,0.838658880695925,-0.241217020418573
"86",0.408985770060289,-0.146913274650464,0.324570537789409,-0.594284840403891,0.0907586825503679,-0.427110185255827,-0.459809850266169,-0.262285219899928,-0.241217020418573
"88",-0.482842321704976,-0.22206368527576,0.818371188771314,-0.594269889920317,0.513070909457082,-0.407800828676909,-0.424014457396069,-0.376312288595557,0.0284950200286298
"90",-0.480934529123682,-0.227403697520867,0.796216232187219,-0.458606474738446,0.66339832217174,-0.44114344459874,-0.414987852166375,-0.361436289979279,0.317336536640069
"92",-0.769431022972755,-0.539350337319031,0.950633764080045,-0.615334105604209,0.178592416166967,0.310176834173206,-0.107180613833785,0.252336393670132,0.317336536640069
"96",-0.250834566505746,0.0104503539481425,0.689183295558254,-0.590699798404459,0.607025542403743,-0.566733964570974,-0.60044355961283,-0.378185562495385,-1.28573020128298
"100",-1.53135447160186,-0.779254775990064,0.148844460705937,1.33410506929897,-0.452782717234598,0.880335566436532,1.12281743878343,0.15316306956161,-1.28573020128298
"102",-0.244977241833967,0.00982845101894746,0.692608599556027,-0.597820455017281,0.475489056278417,-0.564511123509519,-0.582144169010812,-0.369094674452103,-1.28573020128298
"106",-1.90001039588029,-0.801299374994344,-0.345971534717209,2.24842661638949,-0.426475420009533,1.98397615344917,2.32499713528369,1.95921949416014,0.950366189261215
"110",0.141350099918513,0.459696585135067,0.451935238545716,-0.633539755363824,-0.261115266023409,-0.414469351861275,-0.608157204081842,-0.43735897921347,0.950366189261215
"114",0.710180327720626,0.607907864749482,0.137887844420533,-0.627926817931939,-0.422717234691667,-0.660093289152104,-0.685457768867045,-0.43972811973384,0.342422193300618
"116",-1.84003234631828,-0.782575724580477,-0.620252938792661,2.29970217754798,-0.437749975963133,2.09067252439903,2.34551214716936,1.38511614015414,0.342422193300618
"118",0.830026488034079,0.490377347166574,0.207305905350273,-0.626224975792992,-0.452782717234598,-0.703438689850485,-0.687591330103155,-0.464576547052142,0.342422193300618
"120",0.386216497812208,0.687091182092943,0.276787064608305,-0.601900893212449,-0.407684493420201,-0.776792444878515,-0.689068410958923,-0.473171568474881,-0.303656592406796
"124",-1.830099414142,-0.84998660872074,0.104401173890256,2.00400921309449,-0.460299087870331,0.222374612245715,0.302052843261557,-0.270747794711152,-0.303656592406796
"126",0.610063854569571,0.932905330026069,0.311998713804323,-0.64406841898841,-0.460299087870331,-0.756786875325416,-0.689068410958923,-0.467551746775398,-0.303656592406796
"130",0.0800102784548551,0.393607163147599,0.473981681986901,-0.609715804419523,-0.264873451341275,-0.819026425046169,-0.680534166014485,-0.494824410905241,2.11797107177986
"133",-1.68364832405748,-0.854146767349918,0.43996619300919,1.63572398447285,-0.464057273188198,1.34379792775,1.62584553022006,0.255091208228702,2.11797107177986
"135",0.151487953839533,0.425779056546585,0.538117092864155,-0.67594091088682,-0.464057273188198,-0.819026425046169,-0.687673390150698,-0.485898811735474,2.11797107177986
"139",-1.53806008308636,-1.0533814952621,1.79204511814195,0.664780364056113,0.0432977447237743,0.754745046464299,0.87581669567997,-0.342813743563345,0.319167306718591
"141",-1.49268316700859,-1.05922333683832,1.77429705594273,0.663190087975441,0.103428709809638,0.626931685430609,0.800321451940705,-0.411904492692282,0.319167306718591
"142",-2.21128639494549,-1.27386925003468,2.26686108919471,1.22500258268492,0.535620021364281,1.09595114939771,1.38705079187086,0.399443491097774,-0.196248840689117
"143",-2.55573859476267,-0.882482831349328,2.07603876666311,1.89058239234665,-0.23856615411621,1.74724358040416,1.85479306286413,3.99557841585514,-1.28582088324972
"145",-2.39301210019113,-0.647241685786391,0.277150605094037,2.32826600021813,-0.396409937466602,2.08622684227612,2.29545551816832,4.07987574134738,-1.28582088324972
"146",-2.3651666198322,-0.860032983951522,2.34290907674808,1.46086365088557,-0.0619314441764866,1.52718231532007,1.64964294400744,3.86885694616091,-1.28582088324972
"147",-0.301508880234468,-0.916092345055774,0.7710400435923,-0.595831806917297,0.926471294422392,0.370193542832504,-0.069515052011695,-0.479893315997792,0.306429009335001
"148",-0.0898493819968942,-0.898184412020177,0.884194805484617,-0.76020768952808,-0.426475420009533,-0.241087749067749,-0.68742721000807,-0.507441461583492,0.315503923191823
"149",0.319135325314638,-0.645516280387876,0.504084349512431,-0.676875276624881,-0.464057273188198,-0.507828676442404,-0.686606609532643,-0.507441461583492,-0.247756197798007
"150",0.669046551201149,0.0615560265576358,0.281572963304681,-0.674973289881389,-0.464057273188198,-0.641199140129732,-0.68742721000807,-0.483199093468076,-0.702266306032824
"151",0.193144267688902,0.113469585658568,0.376869344508706,-0.702592172557951,-0.388893566830869,-0.707884371973396,-0.684965408581789,-0.493116425878928,-0.988924093830039
"152",-1.38883047979326,-0.854310563399479,-0.437319727441704,1.24193533727964,-0.464057273188198,1.42604304702385,1.55035028648079,0.151510180826468,-0.988924093830039
"153",0.846105367057828,0.476962385450493,0.228299225262005,-0.766522818826751,-0.464057273188198,-0.596742318900623,-0.684965408581789,-0.491463537143786,-0.988924093830039
"154",0.66769527465134,0.298440353207357,0.279459332083999,-0.779542485877498,-0.464057273188198,-0.496714471135127,-0.685786009057216,-0.482097167644647,-0.285727760004691
